date_time,number_of_rentals
2021-04-01,60771.35630430661
2021-04-02,60341.68540017709
2021-04-03,32753.439936227234
2021-04-04,41307.55601952191
2021-04-05,76161.83672642226
2021-04-06,78502.31222370085
2021-04-07,78965.13127115661
2021-04-08,75923.31891222105
2021-04-09,77080.57888414203
2021-04-10,78889.3086058375
2021-04-11,75430.66241319731
2021-04-12,42435.25606906002
2021-04-13,45856.169370916046
2021-04-14,74766.35917475131
2021-04-15,71798.98738034246
2021-04-16,51677.39721054757
2021-04-17,68092.94055967261
2021-04-18,81202.78442557913
2021-04-19,85522.22574450444
2021-04-20,94472.60620425695
2021-04-21,89349.56092122303
2021-04-22,84075.93363852879
2021-04-23,76548.1438846966
2021-04-24,79431.1725446207
2021-04-25,80926.75499160742
2021-04-26,79416.8153045717
2021-04-27,71646.97919750064
2021-04-28,78333.05129385716
2021-04-29,74315.17415065109
2021-04-30,54992.59033246589
2021-05-01,51255.10490547035
2021-05-02,78125.69680818431
2021-05-03,82018.2845312613
2021-05-04,47474.87731899883
2021-05-05,86216.9109254319
2021-05-06,81470.29715946579
2021-05-07,71630.57286734505
2021-05-08,81434.91691400493
2021-05-09,84846.97088311547
2021-05-10,68472.84373099633
2021-05-11,99385.49761243124
2021-05-12,99365.18341591679
2021-05-13,95517.46047002886
2021-05-14,88869.73651845095
2021-05-15,70215.71966695898
2021-05-16,33745.92208403584
2021-05-17,42823.668603861275
2021-05-18,93801.02672321939
2021-05-19,95412.88468001783
2021-05-20,70177.39956962579
2021-05-21,52405.7608577752
2021-05-22,99287.48631081992
2021-05-23,93315.93665280752
2021-05-24,87866.06586179053
2021-05-25,83208.69614993427
2021-05-26,85996.83660463677
2021-05-27,72085.32360107635
2021-05-28,53986.400475377406
2021-05-29,98691.09544463636
2021-05-30,88276.962734781
2021-05-31,76886.0952458754
2021-06-01,91458.06278617472
2021-06-02,96268.10994615627
2021-06-03,50426.5915574167
2021-06-04,98855.824117012
2021-06-05,99528.83137137469
2021-06-06,101680.67995250659
2021-06-07,103488.44554500375
2021-06-08,87846.78452201358
2021-06-09,97564.6021934554
2021-06-10,92006.36284424644
2021-06-11,75396.68528116077
2021-06-12,101482.22639841115
2021-06-13,99177.45894146158
2021-06-14,102344.35447282006
2021-06-15,89628.45543170709
2021-06-16,83229.67754139175
2021-06-17,82982.233047351
2021-06-18,85234.84866007911
2021-06-19,105736.15106473143
2021-06-20,101535.26500771185
2021-06-21,97711.46252842086
2021-06-22,91116.54859867705
2021-06-23,82937.82062593341
2021-06-24,80832.68935592435
2021-06-25,94816.17069963242
2021-06-26,93550.54062449257
2021-06-27,91424.48824832693
2021-06-28,91860.43908191558
2021-06-29,85572.18886877348
2021-06-30,83046.53826156387
