date_time,number_of_rentals
2021-04-01,74078.15480690739
2021-04-02,70914.9518100699
2021-04-03,39645.720366855596
2021-04-04,49610.39304268372
2021-04-05,78693.501757285
2021-04-06,81840.32840501773
2021-04-07,77348.32006458557
2021-04-08,75887.92476569976
2021-04-09,76584.50299235093
2021-04-10,79004.1201415686
2021-04-11,77442.67937719435
2021-04-12,38941.79837328933
2021-04-13,50519.8686822201
2021-04-14,74220.02447762247
2021-04-15,75377.77354877772
2021-04-16,50348.10067964266
2021-04-17,49450.882619704025
2021-04-18,79875.07405193332
2021-04-19,84993.21424723518
2021-04-20,87526.38024202781
2021-04-21,90751.9435514398
2021-04-22,90606.35308049552
2021-04-23,81434.01139188994
2021-04-24,86344.85384094343
2021-04-25,87069.51094146144
2021-04-26,81880.08319488504
2021-04-27,76077.5300108601
2021-04-28,70987.55375771175
2021-04-29,74076.40140235444
2021-04-30,46010.08838998511
2021-05-01,30409.330570716247
2021-05-02,69662.43426772604
2021-05-03,81679.37983765214
2021-05-04,47386.04274357894
2021-05-05,69268.11890457713
2021-05-06,82483.3325254864
2021-05-07,69240.01327558467
2021-05-08,80011.00980157156
2021-05-09,78110.66949675596
2021-05-10,68683.67424234943
2021-05-11,101413.93940633422
2021-05-12,102136.60137898366
2021-05-13,99396.46536575022
2021-05-14,90468.66119160039
2021-05-15,70039.96719958943
2021-05-16,35035.780903339604
2021-05-17,76978.57960094367
2021-05-18,94106.66704556215
2021-05-19,94062.77462378259
2021-05-20,78498.72457273242
2021-05-21,54921.82665483097
2021-05-22,96298.37885167902
2021-05-23,95115.06232487138
2021-05-24,92864.73152874687
2021-05-25,71090.48385524165
2021-05-26,85115.2183756662
2021-05-27,65829.39008997742
2021-05-28,70343.51349125155
2021-05-29,89867.19727126606
2021-05-30,86169.7815798125
2021-05-31,69502.56989608517
2021-06-01,91296.70694643233
2021-06-02,97575.35263378592
2021-06-03,56998.01166345744
2021-06-04,94477.49830397323
2021-06-05,98082.05400249719
2021-06-06,103429.63272355792
2021-06-07,107545.35238289293
2021-06-08,93255.92339762498
2021-06-09,100463.90754569412
2021-06-10,95143.39589885535
2021-06-11,55343.094483642526
2021-06-12,104723.78218316924
2021-06-13,102649.8793319287
2021-06-14,103873.24523560706
2021-06-15,92720.11210962052
2021-06-16,92327.97701008545
2021-06-17,90156.77866980122
2021-06-18,73251.11885068033
2021-06-19,105653.73666441484
2021-06-20,104576.82178572635
2021-06-21,102720.16789752626
2021-06-22,55402.20741915334
2021-06-23,46825.574590861565
2021-06-24,73593.4589965279
2021-06-25,100575.79554004318
2021-06-26,91709.62971762718
2021-06-27,93172.04067068086
2021-06-28,56259.54100710553
2021-06-29,66369.52878361811
2021-06-30,55112.02783529961
